"X.U.FEFF.ID","Authors","Title","Year"
"F003S072","C Galli, FM Maggi, P Risé…","Bioequivalence of two omega-3 fatty acid ethyl ester formulations: a case of clinical pharmacology of dietary supplements",2012
"F003S073","F Liu, Z Zhu, C Ma, X Luo, L Bai…","Fabrication of concentrated fish oil emulsions using dual-channel microfluidization: Impact of droplet concentration on physical properties and lipid oxidation",2016
"F003S074","S Nain, RA Renema, MJ Zuidhof, DR Korver","Effect of metabolic efficiency and intestinal morphology on variability in n-3 polyunsaturated fatty acid enrichment of eggs",2012
"F003S075","HC Schonfeldt, N Hall","“Fish, chicken, lean meat and eggs can be eaten daily”: a food-based dietary guideline for South Africa",2013
"F003S076","EM Goldberg, D Ryland, RA Gibson…","Designer laying hen diets to improve egg fatty acid profile and maintain sensory quality",2013
"F003S077","LA Sawada, VSC Monteiro, GR Rabelo…","Libidibia ferrea mature seeds promote antinociceptive effect by peripheral and central pathway: possible involvement of opioid and cholinergic receptors",2014
"F003S078","P Vahmani, WJ Meadus, TD Turner, P Duff…","Individual trans 18:1 Isomers are Metabolised Differently and Have Distinct Effects on Lipogenesis in 3T3-L1 Adipocytes",2015
"F003S079","V Garneau, I Rudkowska, AM Paradis…","Association between plasma omega-3 fatty acids and cardiovascular disease risk factors",2012
"F003S080","D Kahveci, X Xu","Bioimprinted Immobilization of Candida antarctica Lipase A for Concentration of Omega-3 Polyunsaturated Fatty Acids",2012
"F003S081","M Imran, FM Anjum, MS Butt, M Siddiq…","Reduction of Cyanogenic Compounds in Flaxseed (Linum usitatissimum L.) Meal Using Thermal Treatment",2013
"F003S082","F Foltran, E Verduci, M Ghidina…","Nutritional profiles in a public health perspective: a critical review",2010
"F003S084","G Niero, G Visentin, S Ton, M De Marchi…","Phenotypic characterisation of milk technological traits, protein fractions, and major mineral and fatty acid composition of Burlina cattle breed",2016
"F003S085","N Roswall, U Eriksson, S Sandin, M Löf…","Adherence to the healthy Nordic food index, dietary composition, and lifestyle among Swedish women",2015
"F003S086","E Poniedzialek-Czajkowska…","Polyunsaturated fatty acids in pregnancy and metabolic syndrome: a review",2014
"F003S087","AE Aziza, WF Awadin, N Quezada…","Gastrointestinal morphology, fatty acid profile, and production performance of broiler chickens fed camelina meal or fish oil",2014
"F003S088","DR Kodali","The utilization of rice bran wax to stabilize long chain <U+03C9>-3 polyunsaturated fatty acid esters",2009
"F003S089","GR Antonio, MM Eugenia, PM Pablo…","Omega-3 y enfermedad cardiovascular: más allá de los factores de riesgo",2009
"F003S090","E Vargas-Bello-Pérez…","Impacts of fat from ruminants' meat on cardiovascular health and possible strategies to alter its lipid composition",2017
"F003S091","X Liu, G Wang, X Hong, HJ Tsai, R Liu, S Zhang…","Associations between gene polymorphisms in fatty acid metabolism pathway and preterm delivery in a US urban black population",2012
"F003S092","M Imran, FM Anjum, MU Arshad","Influence of extrusion processing on fatty acids retention in full-fat flaxseed (Linum usitatissimum L.) Meal",2013
"F003S093","J Yang, ON Ciftci","Encapsulation of fish oil into hollow solid lipid micro-and nanoparticles using carbon dioxide",2017
"F003S094","K Gao, L Chen, M Yang, L Han, S Yiguang…","Marine n-3 PUFA protects hearts from I/R injury via restoration of mitochondrial function",2015
"F003S095","AM Simion, I Aprodu, L Dumitra<U+0219>cu, GE Bahrim…","Probing thermal stability of the ß-lactoglobulin–oleic acid complex by fluorescence spectroscopy and molecular modeling",2015
"F003S096","F Moejes, A Succurro, O Popa, J Maguire, O Ebenhöh","Dynamics of the bacterial community associated with Phaeodactylum tricornutum cultures",2017
"F003S097","GK Vannice","n-3s from fish and the risk of metabolic syndrome",2010
"F003S098","C Lemahieu, C Bruneel, C Dejonghe, J Buyse…","The cell wall of autotrophic microalgae influences the enrichment of long chain omega-3 fatty acids in the egg",2016
"F003S099","AY Lee, MH Lee, S Lee, EJ Cho","Alpha-Linolenic Acid from Perilla frutescens var. japonica Oil Protects Aß-Induced Cognitive Impairment through Regulation of APP Processing and Aß Degradation",2017
"F003S100","D Tint, M Anghel, DS Lupu, LM Fischer…","Low dose flaxseed oil supplementation alters the fatty acids profile and the progression of metabolic syndrome in men without adequate medical treatment",2011
"F003S101","SG Narayana, FS Schenkel, A Fleming, A Koeck…","Genetic analysis of groups of mid-infrared predicted fatty acids in milk",2017
"F003S102","DT Marriott, P Chevillon…","Effect of breed on fatty acid composition and lipogenic enzyme abundance in the subcutaneous adipose tissue of pigs",2013
"F003S103","N Soni, A Ross, N Scheers, O Savolainen, I Nookaew…","Splenic immune response is down-regulated in C57BL/6J mice fed eicosapentaenoic acid and docosahexaenoic acid enriched high fat diet",2017
"F003S104","S Uysal, G Zengin, A Aktumsek…","Fatty acid composition, total sugar content and anti-diabetic activity of methanol and water extracts of nine different fruit tree leaves collected from mediterranean …",2015
"F003S105","PG Peiretti, F Gai, A Brugiapaglia, PP Mussa…","Fresh meat quality of pigs fed diets with different fatty acid profiles and supplemented with red wine solids",2015
"F003S106","G Ion, K Fazio, JA Akinsete…","Effects of canola and corn oil mimetic on Jurkat cells",2011
"F003S107","C Loganes, S Ballali, C Minto","Main properties of canola oil components: A descriptive review of current knowledge",2016
"F003S108","P Kumar, KH Kim, V Bansal, S Kumar…","Modern progress and future challenges in nanocarriers for probe applications",2017
"F003S109","WG de Morais Júnior, CRF Terrasan…","Solid-phase amination of Geotrichum candidum lipase: ionic immobilization, stabilization and fish oil hydrolysis for the production of Omega-3 …",2017
"F003S110","AL Lock, DI Givens, DE Bauman","Dairy fat: perceptions and realities",2014
"F003S111","S Al Hashmi, B Sadeghi, Z Hassan…","Omega-3 from fish oil augments GVHD through the enhancement of chemotherapy conditioning regimen and selective FoxP3 depletion",2013
"F003S112","M Tang, L Qian, S Jiang, J Zhang, P Song, Y Chen…","Functional and safety evaluation of transgenic pork rich in omega-3 fatty acids",2014
"F003S113","W Hunt, A McManus","Women's health care: the potential of long-chain omega-3 polyunsaturated fatty acids",2014
"F003S114","RC Baena","Dieta vegetariana: riscos e benefícios",2015
"F003S115","ELG Moreira, M Farina","An unsolved puzzle: The complex interplay between methylmercury and fish oil-derived fatty acids within the cardiovascular system",2014
"F003S116","C Tao, Y Yang, X Li, X Zheng, H Ren, K Li…","Rapid and Sensitive Detection of sFAT-1 Transgenic Pigs by Visual Loop-Mediated Isothermal Amplification",2016
"F003S117","ZX He, ML He, YL Zhao, L Xu, ND Walker…","Effect of wheat dried distillers grains and enzyme supplementation on growth rates, feed conversion ratio and beef fatty acid profile in feedlot steers",2015
"F003S118","J Wang, Y Li, J Li","Attenuation of rat chronic small bowel allograft rejection by n-3 polyunsaturated fatty acids is associated with reduced expression of graft IL-15",2013
"F003S119","Z Hayat, TN Pasha, FM Khattak…","Consumer's perception and willingness to buy nutrient enriched designer eggs in Pakistan",2010
"F003S120","A Diane, F Borthwick, C Mapiye, P Vahmani, RC David…","Beef fat enriched with polyunsaturated fatty acid biohydrogenation products improves insulin sensitivity without altering dyslipidemia in insulin resistant JCR: LA-cp …",2016
"F003S121","L Ulmann, V Mimouni, V Blanckaert, V Pasquet…","The polyunsaturated fatty acids from microalgae as potential sources for health and disease",2012
"F003S122","M Neijat, P Eck, JD House","Impact of dietary precursor ALA versus preformed DHA on fatty acid profiles of eggs, liver and adipose tissue and expression of genes associated with hepatic lipid …",2017
"F003S123","E Sokola-Wysoczanska, T Wysoczanski, J Wagner…","Polyunsaturated fatty acids and their potential therapeutic role in cardiovascular system disorders—a review",2018
"F003S124","L Barrea, C Di Somma, G Muscogiuri…","Nutrition, inflammation and liver-spleen axis",2018
"F003S125","D Shefer-Weinberg, S Sasson, B Schwartz…","Deleterious effect of n-3 polyunsaturated fatty acids in non-alcoholic steatohepatitis in the fat-1 mouse model",2017
"F003S126","FW Moejes, KB Moejes","Algae for Africa: microalgae as a source of food, feed and fuel in Kenya",2017
"F003S127","FCF Lopes, BCM SILVA…","Lácteos naturalmente enriquecidos com ácidos graxos benéficos à saúde.",2015
"F003S128","JB Penié, ARE Alfonso","Papel de la nutrición en la prevención de la enfermedad aterosclerótica. Importancia de los suplementos dietéticos: nutracéuticos",2011
"F003S129","S Alam, MH Karim, A Chakrabortty…","Nutritional characterization of the long-whiskered catfish sperata aor: A commercially important freshwater fish of Bangladesh",2016
"F003S130","RF Fernandez, SQ Kim, Y Zhao…","Acyl-CoA synthetase 6 enriches the neuroprotective omega-3 fatty acid DHA in the brain",2018
"F003S131","J Dhyani","Science-Based Food Labels: Improving Regulations & Preventing Consumer Deception Through Limited Information Disclosure Requirements",2016
"F003S132","M Neijat, M Suh, J Neufeld, JD House","Increasing levels of dietary hempseed products leads to differential responses in the fatty acid profiles of egg yolk, liver and plasma of laying hens",2016
"F003S133","AR Sterk","Ruminal fatty acid metabolism: altering rumen biohydrolgenation to improve milk fatty acid profile of dairy cows",2011
"F003S134","AM Matalanis","Fabrication, characterization and utilization of filled hydrogel particles as food grade delivery systems",2012
"F003S135","LA Rumiani, H Jalili, A Amrane","Enhanced docosahexaenoic acid production by Crypthecodinium cohnii under combined stress in two-stage cultivation with date syrup based medium",2018
"F003S136","Z Hayat","Nutritional manipulation of layer diets to produce designer eggs and its impact on human health",2009
"F003S137","K Starcevic, N Filipovic, M Šperanda…","The influence of sex and gonadectomy on hepatic and brain fatty acid composition, lipogenesis and ß-oxidation",2017
"F003S138","WG Morais Júnior, G Fernández-Lorente…","Production of omega-3 polyunsaturated fatty acids through hydrolysis of fish oil by Candida rugosa lipase immobilized and stabilized on different supports",2017
"F003S139","M Hussein, KJ Harvatine, YR Boisclair…","Supplementation with Fish Oil as a Source of n–3 Fatty Acids Does Not Downregulate Mammary Lipogenesis in Lactating Mice",2013
"F003S140","N Mei, B Lai, J Liu, X Mao, G Chen","Speciation of trace mercury impurities in fish oil supplements",2018
"F003S141","NR Attalla, EA El-Hussieny","Characteristics of nutraceutical yoghurt mousse fortified with chia seeds",2017
"F003S142","TM Shafey, HA Al-Batshan…","The effect of dietary flaxseed meal on liver and egg yolk fatty acid profiles, immune response and antioxidant status of laying hens",2015
"F003S143","F Andri, A Sukoco, T Hilman, E Widodo","Effect of adding tomato powder to fish oil-containing diet on performance and egg quality of native laying hens",2016
"F003S144","<U+962E><U+5149><U+950B>, <U+8303><U+5FD7><U+7EA2>, <U+674E><U+6960><U+6960>, <U+738B><U+987A>, <U+5434><U+4F1F>","<U+70F9><U+8C03><U+5BF9><U+7F57><U+975E><U+9C7C><U+4E3B><U+8981><U+8425><U+517B><U+6210><U+5206><U+53CA><U+8102><U+80AA><U+9178><U+7684><U+5F71><U+54CD>",2012
"F003S145","<U+0412><U+0410> <U+0412><U+0430><U+0441><U+044C><U+043A><U+0438><U+043D><U+0430>, <U+042E><U+042E> <U+041F><U+0430><U+043D><U+0447><U+0435><U+043D><U+043A><U+043E>…","<U+0418><U+043D><U+043A><U+0430><U+043F><U+0441><U+0443><U+043B><U+044F><U+0446><U+0438><U+044F> <U+043A><U+0443><U+043D><U+0436><U+0443><U+0442><U+043D><U+043E><U+0433><U+043E> <U+043C><U+0430><U+0441><U+043B><U+0430> <U+0432> <U+0436><U+0435><U+043B><U+0435><U+0439><U+043D><U+043E>-<U+0444><U+0440><U+0443><U+043A><U+0442><U+043E><U+0432><U+044B><U+0439> <U+043C><U+0430><U+0440><U+043C><U+0435><U+043B><U+0430><U+0434>",2017
"F003S146","<U+5C91><U+7426><U+743C>, <U+5F20><U+71D5><U+5E73>, <U+6234><U+5FD7><U+8FDC>, <U+738B><U+5B8F><U+6D77>, <U+949F><U+79C0><U+745C>, <U+4E01><U+6D69><U+5BB8>","<U+70ED><U+98CE><U+5E72><U+71E5><U+8FC7><U+7A0B><U+5BF9><U+6885><U+9C7C><U+8102><U+80AA><U+9178><U+7684><U+5F71><U+54CD>",2012
"F003S147","N Boukhari, D Taleb-Senouci, FZ Chabane…","L'huile des co-produits de poisson corrige la dyslipidémie, améliore le transport inverse du cholestérol et stimule l'activité de la paraoxonase-1 chez le rat obèse",2013
"F003S148","M Imran, FM Anjum","Influence of twin-screw hot extrusion on linolenic acid retention in flaxseed meal",2014
"F003S149","JA Shin, MY Lee, KT Lee","Oxidation stability of O/W emulsion prepared with linolenic acid enriched diacylglycerol",2016
"F003S150","C Encina, G Márquez-Ruiz, F Holgado, B Giménez…","Effect of spray-drying with organic solvents on the encapsulation, release and stability of fish oil",2018
"F003S151","AM Simion, I Aprodu, P Alexe, N Stanciuc","INFLUENCE OF pH AND HEAT TREATMENT ON [Beta]-LACTOGLOBULIN-OLEIC ACID COMPLEX",2015
"F003S152","N Sadeghi, F Paknezhad…","Vitamin E and fish oil, separately or in combination, on treatment of primary dysmenorrhea: a double-blind, randomized clinical trial",2018
"F003S153","CS Thesing, M Bot, Y Milaneschi, EJ Giltay…","Omega-3 polyunsaturated fatty acid levels and dysregulations in biological stress systems",2018
"F003S154","W Marchand","Depression and Bipolar Disorder: Your Guide to Recovery",2012
"F003S155","P Rise, C Colombo, S Ghezzi, N Mauro…","Blood N-3 fatty acids increase after consumption of an enriched yoghurt",2011
"F003S156","ML Panse, SP Atakare, MV Hegde, SS Kadam","Omega-3 egg",2016
"F003S157","M Haq, BS Chun","Microencapsulation of omega-3 polyunsaturated fatty acids and astaxanthin-rich salmon oil using particles from gas saturated solutions (PGSS) process",2018
"F003S158","CA Curry","Chemoprotective effects of flaxseed lignans enterodiol and enterolactone in non-transformed colonocytes",2015
"F003S159","X Liu","The effect of temperature and heating time on the formation of alpha, beta unsaturated hydroxyaldehydes in various vegetable oils and fats",2014
"F003S160","D Kahveci, W Wei, X Xu","Enzymatic processing of omega 3 long chain polyunsaturated fatty acid oils",2015
"F003S161","M Rahman, S Beg, F Anwar, V Kumar","Beneficial Effect of Long-Chain Omega-3 Fatty Acids in Psoriasis",2016
"F003S162","AK Desai, J Rush, L Naveen…","Nutrition and nutritional supplements to promote brain health",2011
"F003S163","S Kranz, N Jones, P Monsivais","Intake levels of fish in the UK paediatric population",2017
"F003S164","<U+90D1><U+90C1>, <U+6BCD><U+4E49><U+660E>","<U+03C9>-3 <U+957F><U+94FE><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+5728><U+4EE3><U+8C22><U+7EFC><U+5408><U+5F81><U+4E2D><U+7684><U+4F5C><U+7528>",2011
"F003S165","<U+0415><U+0418> <U+0422><U+0438><U+0442><U+043E><U+0432>, <U+0415><U+0412> <U+041B><U+0438><U+0442><U+0432><U+0438><U+043D><U+043E><U+0432><U+0430>, <U+041C><U+0410> <U+041D><U+0438><U+043A><U+0438><U+0442><U+0438><U+043D><U+0430>","<U+041C><U+0410><U+0422><U+0415><U+041C><U+0410><U+0422><U+0418><U+0427><U+0415><U+0421><U+041A><U+041E><U+0415> <U+041C><U+041E><U+0414><U+0415><U+041B><U+0418><U+0420><U+041E><U+0412><U+0410><U+041D><U+0418><U+0415> <U+041C><U+041D><U+041E><U+0413><U+041E><U+0424><U+0423><U+041D><U+041A><U+0426><U+0418><U+041E><U+041D><U+0410><U+041B><U+042C><U+041D><U+042B><U+0425> <U+041C><U+041E><U+0414><U+0423><U+041B><U+0415><U+0419> <U+0414><U+041B><U+042F> <U+0421><U+041F><U+0415><U+0426><U+0418><U+0410><U+041B><U+0418><U+0417><U+0418><U+0420><U+041E><U+0412><U+0410><U+041D><U+041D><U+042B><U+0425> <U+041C><U+042F><U+0421><U+041D><U+042B><U+0425> <U+041F><U+0420><U+041E><U+0414><U+0423><U+041A><U+0422><U+041E><U+0412>",2017
